back_team,countrie,datetime,event_link,home_team,status,timestamp
Brighton,Inglaterra - Barclays Premier League,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/barclays-premier-league/chelsea/brighton-hove-albion/2462985,Chelsea,Terminado,1514293200
Burnley,Inglaterra - Barclays Premier League,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/barclays-premier-league/manchester-united/burnley/2462989,Man Utd,Terminado,1514293200
Swansea,Inglaterra - Barclays Premier League,26/12/17 12:30:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/barclays-premier-league/liverpool/swansea-city/2462988,Liverpool,Terminado,1514302200
Southampton,Inglaterra - Barclays Premier League,26/12/17 07:30:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/barclays-premier-league/tottenham/southampton/2462991,Tottenham,Terminado,1514284200
West Ham,Inglaterra - Barclays Premier League,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/barclays-premier-league/bournemouth/west-ham/2462984,Bournemouth,Terminado,1514293200
Stoke,Inglaterra - Barclays Premier League,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/barclays-premier-league/huddersfield-town/stoke/2462987,Huddersfield,Terminado,1514293200
Leicester,Inglaterra - Barclays Premier League,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/barclays-premier-league/watford/leicester-city/2462992,Watford,Terminado,1514293200
Everton,Inglaterra - Barclays Premier League,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/barclays-premier-league/west-bromwich/everton/2462993,West Bromwich,Terminado,1514293200
Bareine,Ásia - Copa do Golfo,26/12/17 09:30:00,https://www.academiadasapostasbrasil.com/stats/match/asia/copa-do-golfo/iemen/bareine/2701685,Iémen,Terminado,1514291400
Catar,Ásia - Copa do Golfo,26/12/17 12:00:00,https://www.academiadasapostasbrasil.com/stats/match/asia/copa-do-golfo/iraque/catar/2701686,Iraque,Terminado,1514300400
Wolverhampton,Inglaterra - Championship,26/12/17 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/championship/millwall/wolverhampton/2467495,Millwall,Terminado,1514286000
Preston,Inglaterra - Championship,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/championship/barnsley/preston-north-end/2467486,Barnsley,Terminado,1514293200
Norwich,Inglaterra - Championship,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/championship/birmingham-city/norwich-city/2467487,Birmingham,Terminado,1514293200
Reading,Inglaterra - Championship,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/championship/bristol-city/reading/2467489,Bristol City,Terminado,1514293200
Leeds,Inglaterra - Championship,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/championship/burton-albion/leeds-united/2467490,Burton Albion,Terminado,1514293200
Fulham,Inglaterra - Championship,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/championship/cardiff-city/fulham/2467491,Cardiff,Terminado,1514293200
Derby,Inglaterra - Championship,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/championship/hull-city/derby-county/2467492,Hull,Terminado,1514293200
QPR,Inglaterra - Championship,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/championship/ipswich-town/queens-park-rangers/2467493,Ipswich,Terminado,1514293200
Bolton,Inglaterra - Championship,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/championship/middlesbrough/bolton/2467494,Middlesbrough,Terminado,1514293200
Sheff Wed,Inglaterra - Championship,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/championship/nottingham-forest/sheffield-wednesday/2467496,Nottm Forest,Terminado,1514293200
Sunderland,Inglaterra - Championship,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/championship/sheffield-united/sunderland/2467497,Sheff Utd,Terminado,1514293200
Aston Villa,Inglaterra - Championship,26/12/17 14:30:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/championship/brentford/aston-villa/2467488,Brentford,Terminado,1514309400
Mouscron,Bélgica - 1e Klasse,26/12/17 08:30:00,https://www.academiadasapostasbrasil.com/stats/match/belgica/1e-klasse/club-brugge/royal-excel-mouscron/2462027,Club Brugge,Terminado,1514287800
WB,Bélgica - 1e Klasse,26/12/17 08:30:00,https://www.academiadasapostasbrasil.com/stats/match/belgica/1e-klasse/as-eupen/waasland-beveren/2462030,Eupen,Terminado,1514287800
Mechelen,Bélgica - 1e Klasse,26/12/17 08:30:00,https://www.academiadasapostasbrasil.com/stats/match/belgica/1e-klasse/lokeren/mechelen/2462033,Lokeren,Terminado,1514287800
Charleroi,Bélgica - 1e Klasse,26/12/17 12:00:00,https://www.academiadasapostasbrasil.com/stats/match/belgica/1e-klasse/zulte-waregem/charleroi/2462032,ZW,Terminado,1514300400
Gent,Bélgica - 1e Klasse,26/12/17 14:30:00,https://www.academiadasapostasbrasil.com/stats/match/belgica/1e-klasse/anderlecht/gent/2462028,Anderlecht,Terminado,1514309400
Fiorentina,Itália - Coppa Italia,26/12/17 15:00:00,https://www.academiadasapostasbrasil.com/stats/match/italia/coppa-italia/lazio/fiorentina/2530445,Lazio,Terminado,1514311200
Bursa,Turquia - Fortis Türkiye Kupasi,26/12/17 10:30:00,https://www.academiadasapostasbrasil.com/stats/match/turquia/fortis-turkiye-kupasi/genclerbirligi/bursaspor/2701060,Gençlerbirliği,Terminado,1514295000
Buca,Turquia - Fortis Türkiye Kupasi,26/12/17 12:30:00,https://www.academiadasapostasbrasil.com/stats/match/turquia/fortis-turkiye-kupasi/galatasaray/bucaspor/2701056,Galatasaray,Terminado,1514302200
Mokawloon,Egito - Premier League,26/12/17 12:00:00,https://www.academiadasapostasbrasil.com/stats/match/egito/premier-league/zamalek/al-mokawloon/2691581,Zamalek,Terminado,1514300400
Oxford,Inglaterra - Liga 1,26/12/17 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/liga-1/gillingham/oxford-united/2468223,Gillingham,Terminado,1514286000
Charlton,Inglaterra - Liga 1,26/12/17 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/liga-1/southend-united/charlton/2468227,Southend,Terminado,1514286000
Rochdale,Inglaterra - Liga 1,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/liga-1/blackburn-rovers/rochdale/2468218,Blackburn,Terminado,1514293200
Scunthorpe,Inglaterra - Liga 1,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/liga-1/blackpool/scunthorpe-united/2468219,Blackpool,Terminado,1514293200
Peterborough,Inglaterra - Liga 1,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/liga-1/bradford-city/peterborough-united/2468220,Bradford,Terminado,1514293200
Rotherham,Inglaterra - Liga 1,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/liga-1/bury/rotherham-united/2468221,Bury,Terminado,1514293200
Northampton,Inglaterra - Liga 1,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/liga-1/doncaster-rovers/northampton-town/2468222,Doncaster,Terminado,1514293200
Plymouth,Inglaterra - Liga 1,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/liga-1/milton-keynes-dons/plymouth-argyle/2468224,MK Dons,Terminado,1514293200
Fleetwood,Inglaterra - Liga 1,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/liga-1/oldham-athletic/fleetwood-town/2468225,Oldham,Terminado,1514293200
Wimbledon,Inglaterra - Liga 1,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/liga-1/portsmouth/afc-wimbledon/2468226,Portsmouth,Terminado,1514293200
Bristol Rovers,Inglaterra - Liga 1,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/liga-1/walsall/bristol-rovers/2468228,Walsall,Terminado,1514293200
Shrewsbury,Inglaterra - Liga 1,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/liga-1/wigan/shrewsbury-town/2468229,Wigan,Terminado,1514293200
Mansfield,Inglaterra - Liga 2,26/12/17 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/liga-2/grimsby-town/mansfield-town/2468778,Grimsby,Terminado,1514286000
Barnet,Inglaterra - Liga 2,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/liga-2/cambridge-united/barnet/2468772,Cambridge Utd,Terminado,1514293200
Accrington,Inglaterra - Liga 2,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/liga-2/carlisle-united/accrington-stanley/2468773,Carlisle,Terminado,1514293200
Yeovil,Inglaterra - Liga 2,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/liga-2/cheltenham-town/yeovil-town/2468774,Cheltenham,Terminado,1514293200
Crewe,Inglaterra - Liga 2,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/liga-2/chesterfield/crewe-alexandra/2468775,Chesterfield,Terminado,1514293200
Colchester,Inglaterra - Liga 2,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/liga-2/crawley-town/colchester-united/2468776,Crawley,Terminado,1514293200
Stevenage,Inglaterra - Liga 2,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/liga-2/lincoln-city/stevenage/2468779,Lincoln,Terminado,1514293200
Notts,Inglaterra - Liga 2,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/liga-2/morecambe/notts-county/2468780,Morecambe,Terminado,1514293200
Coventry,Inglaterra - Liga 2,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/liga-2/port-vale/coventry-city/2468781,Port Vale,Terminado,1514293200
Luton,Inglaterra - Liga 2,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/liga-2/swindon-town/luton-town/2468782,Swindon,Terminado,1514293200
Newport,Inglaterra - Liga 2,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/liga-2/wycombe-wanderers/newport-county/2468783,Wycombe,Terminado,1514293200
Celtic,Escócia - Premier League,26/12/17 07:30:00,https://www.academiadasapostasbrasil.com/stats/match/escocia/premier-league/dundee/celtic/2473943,Dundee,Terminado,1514284200
Livingston,Escócia - 1ª Divisão,26/12/17 09:00:00,https://www.academiadasapostasbrasil.com/stats/match/escocia/1-divisao/dumbarton/livingston/2474113,Dumbarton,Terminado,1514289600
Central Coast,Austrália - A-League,26/12/17 03:50:00,https://www.academiadasapostasbrasil.com/stats/match/australia/a-league/adelaide-united/central-coast-mariners/2478947,Adelaide Utd,Terminado,1514271000
TNS,País de Gales - Premier League,26/12/17 09:00:00,https://www.academiadasapostasbrasil.com/stats/match/pais-de-gales/premier-league/newtown/the-new-saints/2474713,Newtown,Terminado,1514289600
Cardiff MU,País de Gales - Premier League,26/12/17 09:30:00,https://www.academiadasapostasbrasil.com/stats/match/pais-de-gales/premier-league/barry-town/cardiff-mu/2474709,Barry Town,Terminado,1514291400
Aberystwyth,País de Gales - Premier League,26/12/17 09:30:00,https://www.academiadasapostasbrasil.com/stats/match/pais-de-gales/premier-league/carmarthen-town/aberystwyth-town/2474710,Carmarthen,Terminado,1514291400
Connah's Quay,País de Gales - Premier League,26/12/17 09:30:00,https://www.academiadasapostasbrasil.com/stats/match/pais-de-gales/premier-league/cefn-druids/connahs-quay/2474711,Cefn,Terminado,1514291400
Bangor,País de Gales - Premier League,26/12/17 09:30:00,https://www.academiadasapostasbrasil.com/stats/match/pais-de-gales/premier-league/llandudno/bangor-city/2474712,Llandudno,Terminado,1514291400
Bala,País de Gales - Premier League,26/12/17 09:30:00,https://www.academiadasapostasbrasil.com/stats/match/pais-de-gales/premier-league/prestatyn-town/bala-town/2474714,Prestatyn,Terminado,1514291400
Carrick,Irlanda do Norte - IFA Premiership,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/irlanda-do-norte/ifa-premiership/ards/carrick-rangers/2475039,Ards,Terminado,1514293200
Dungannon,Irlanda do Norte - IFA Premiership,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/irlanda-do-norte/ifa-premiership/ballinamallard-united/dungannon-swifts/2475040,Ballinamallard,Terminado,1514293200
Ballymena Utd,Irlanda do Norte - IFA Premiership,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/irlanda-do-norte/ifa-premiership/coleraine/ballymena-united/2475041,Coleraine,Terminado,1514293200
Cliftonville,Irlanda do Norte - IFA Premiership,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/irlanda-do-norte/ifa-premiership/crusaders/cliftonville/2475042,Crusaders,Terminado,1514293200
Warrenpoint,Irlanda do Norte - IFA Premiership,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/irlanda-do-norte/ifa-premiership/glenavon/warrenpoint-town/2475043,Glenavon,Terminado,1514293200
Linfield,Irlanda do Norte - IFA Premiership,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/irlanda-do-norte/ifa-premiership/glentoran/linfield/2475044,Glentoran,Terminado,1514293200
Shillong,Índia - Liga I,26/12/17 03:25:00,https://www.academiadasapostasbrasil.com/stats/match/india/liga-i/arrows/lajong/2683986,Arrows,Terminado,1514269500
Hatta,Emirados Árabes Unidos - Copa Emirados,26/12/17 07:55:00,https://www.academiadasapostasbrasil.com/stats/match/emirados-arabes-unidos/copa-emirados/al-jazira/hatta/2567754,Jazira,Terminado,1514285700
Dag & Red,Inglaterra - Conferência Nacional,26/12/17 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-nacional/leyton-orient/dagenham-redbridge/2495322,Leyton,Terminado,1514286000
Wrexham,Inglaterra - Conferência Nacional,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-nacional/barrow/wrexham/2495313,Barrow,Terminado,1514293200
Sutton Utd,Inglaterra - Conferência Nacional,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-nacional/boreham-wood/sutton-united/2495314,Boreham Wood,Terminado,1514293200
Guiseley,Inglaterra - Conferência Nacional,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-nacional/chester/guiseley/2495315,Chester,Terminado,1514293200
Maidstone Utd,Inglaterra - Conferência Nacional,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-nacional/dover-athletic/maidstone-united/2495316,Dover,Terminado,1514293200
Woking,Inglaterra - Conferência Nacional,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-nacional/aldershot-town/woking/2495317,Aldershot,Terminado,1514293200
Torquay,Inglaterra - Conferência Nacional,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-nacional/eastleigh/torquay-united/2495318,Eastleigh,Terminado,1514293200
Fylde,Inglaterra - Conferência Nacional,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-nacional/tranmere-rovers/fylde/2495319,Tranmere,Terminado,1514293200
Bromley,Inglaterra - Conferência Nacional,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-nacional/ebbsfleet-united/bromley/2495320,Ebbsfleet,Terminado,1514293200
Hartlepool,Inglaterra - Conferência Nacional,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-nacional/gateshead/hartlepool-united/2495321,Gateshead,Terminado,1514293200
Halifax,Inglaterra - Conferência Nacional,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-nacional/macclesfield-town/halifax-town/2495323,Macclesfield,Terminado,1514293200
Solihull,Inglaterra - Conferência Nacional,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-nacional/maidenhead-united/solihull-moors/2495324,Maidenhead Utd,Terminado,1514293200
Tamworth,Inglaterra - Conferência N / S,26/12/17 07:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-n-s/nuneaton-town/tamworth/2495815,Nuneaton,Terminado,1514282400
York,Inglaterra - Conferência N / S,26/12/17 07:30:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-n-s/north-ferriby-united/york-city/2495814,North Ferriby,Terminado,1514284200
Hempstead,Inglaterra - Conferência N / S,26/12/17 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-n-s/st-albans-city/hemel-hempstead-town/2496458,St. Albans,Terminado,1514286000
Dartford,Inglaterra - Conferência N / S,26/12/17 08:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-n-s/welling-united/dartford/2496459,Welling Utd,Terminado,1514286000
Curzon Ashton,Inglaterra - Conferência N / S,26/12/17 08:30:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-n-s/bradford-park-avenue/curzon-ashton/2495809,Bradford PA,Terminado,1514287800
Spennymoor,Inglaterra - Conferência N / S,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-n-s/blyth-spartans/spennymoor-town/2495807,Blyth,Terminado,1514293200
Gainsborough,Inglaterra - Conferência N / S,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-n-s/boston-united/gainsborough-trinity/2495808,Boston Utd,Terminado,1514293200
Southport,Inglaterra - Conferência N / S,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-n-s/chorley/southport/2495810,Chorley,Terminado,1514293200
Harrogate,Inglaterra - Conferência N / S,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-n-s/darlington-1883/harrogate-town/2495811,Darlington,Terminado,1514293200
Salford,Inglaterra - Conferência N / S,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-n-s/united-of-manchester/salford-city/2495812,Utd Manchester,Terminado,1514293200
Brackley,Inglaterra - Conferência N / S,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-n-s/leamington/brackley-town/2495813,Leamington,Terminado,1514293200
Kidderminster,Inglaterra - Conferência N / S,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-n-s/afc-telford-united/kidderminster-harriers/2495816,Telford Utd,Terminado,1514293200
Chelmsford,Inglaterra - Conferência N / S,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-n-s/braintree-town/chelmsford-city/2496451,Braintree,Terminado,1514293200
Oxford,Inglaterra - Conferência N / S,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-n-s/gloucester-city/oxford-city/2496453,Gloucester,Terminado,1514293200
Wealdstone,Inglaterra - Conferência N / S,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-n-s/hampton-richmond/wealdstone/2496454,Hampton Richm,Terminado,1514293200
Bognor Regis,Inglaterra - Conferência N / S,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-n-s/havant-waterlooville/bognor-regis-town/2496455,Havant&Waterl,Terminado,1514293200
Chippenham,Inglaterra - Conferência N / S,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-n-s/hungerford-town/chippenham-town/2496456,Hungerford,Terminado,1514293200
Truro,Inglaterra - Conferência N / S,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-n-s/poole-town/truro-city/2496457,Poole,Terminado,1514293200
Weston-super-M,Inglaterra - Conferência N / S,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-n-s/bath-city/weston-super-mare/2496460,Bath,Terminado,1514293200
Eastbourne,Inglaterra - Conferência N / S,26/12/17 10:00:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-n-s/whitehawk/eastbourne-borough/2496461,Whitehawk,Terminado,1514293200
Alfreton,Inglaterra - Conferência N / S,26/12/17 10:30:00,https://www.academiadasapostasbrasil.com/stats/match/inglaterra/conferencia-n-s/stockport-county/alfreton-town/2495817,Stockport,Terminado,1514295000
